frame,pupil_norm
1,7.299204119216776
2,7.299204119216776
3,7.299204119216776
4,7.299204119216776
5,7.299204119216776
6,7.299204119216776
7,7.299204119216776
8,7.299204119216776
9,7.299204119216776
10,7.299204119216776
11,7.299204119216776
12,7.299204119216776
13,7.299204119216776
14,7.299204119216776
15,7.299204119216776
16,7.299204119216776
17,7.299204119216776
18,7.299204119216776
19,7.299204119216776
20,7.299204119216776
21,7.299204119216776
22,7.299204119216776
23,7.299204119216776
24,7.299204119216776
25,7.299204119216776
26,7.299204119216776
27,7.299204119216776
28,7.299204119216776
29,7.299204119216776
30,7.299204119216776
31,7.299204119216776
32,7.299204119216776
33,7.299204119216776
34,7.299204119216776
35,7.299204119216776
36,7.299204119216776
37,7.299204119216776
38,7.299204119216776
39,7.299204119216776
40,7.299204119216776
41,7.299204119216776
42,7.299204119216776
43,7.299204119216776
44,7.299204119216776
45,7.299204119216776
46,7.299204119216776
47,7.299204119216776
48,7.299204119216776
49,7.299204119216776
50,7.299204119216776
51,7.299204119216776
52,7.299204119216776
53,7.299204119216776
54,7.299204119216776
55,7.299204119216776
56,7.299204119216776
57,7.299204119216776
58,7.299204119216776
59,7.299204119216776
60,7.299204119216776
61,7.299204119216776
62,7.299204119216776
63,7.299204119216776
64,7.299204119216776
65,7.299204119216776
66,7.299204119216776
67,7.299204119216776
68,7.299204119216776
69,7.299204119216776
70,7.299204119216776
71,7.299204119216776
72,7.299204119216776
73,7.299204119216776
74,7.299204119216776
75,7.299204119216776
76,7.299204119216776
77,7.299204119216776
78,7.299204119216776
79,7.299204119216776
80,7.299204119216776
81,7.299204119216776
82,7.299204119216776
83,7.299204119216776
84,7.299204119216776
85,7.299204119216776
86,7.299204119216776
87,7.299204119216776
88,7.299204119216776
89,7.299204119216776
90,7.299204119216776
91,7.299204119216776
92,7.299204119216776
93,7.299204119216776
94,7.299204119216776
95,7.299204119216776
96,7.299204119216776
97,7.299204119216776
98,7.299204119216776
99,7.299204119216776
100,7.299204119216776
101,7.299204119216776
102,7.299204119216776
103,7.299204119216776
104,7.299204119216776
105,7.299204119216776
106,7.299204119216776
107,7.299204119216776
108,7.299204119216776
109,7.299204119216776
110,7.299204119216776
111,7.299204119216776
112,7.299204119216776
113,7.299204119216776
114,7.299204119216776
115,7.299204119216776
116,7.299204119216776
117,7.299204119216776
118,7.299204119216776
119,7.299204119216776
120,7.299204119216776
121,7.299204119216776
122,7.299204119216776
123,7.299204119216776
124,7.299204119216776
125,7.299204119216776
126,7.299204119216776
127,7.299204119216776
128,7.299204119216776
129,7.299204119216776
130,7.299204119216776
131,7.299204119216776
132,7.299204119216776
133,7.299204119216776
134,7.299204119216776
135,7.299204119216776
136,7.299204119216776
137,7.299204119216776
138,7.299204119216776
139,7.299204119216776
140,7.299204119216776
141,7.299204119216776
142,7.299204119216776
143,7.299204119216776
144,7.299204119216776
145,7.299204119216776
146,7.299204119216776
147,7.299204119216776
148,7.299204119216776
149,7.299204119216776
150,7.299204119216776
151,7.299204119216776
152,7.299204119216776
153,7.299204119216776
154,7.299204119216776
155,7.299204119216776
156,7.299204119216776
157,7.299204119216776
158,7.299204119216776
159,7.299204119216776
160,7.299204119216776
161,7.299204119216776
162,7.299204119216776
163,7.299204119216776
164,7.299204119216776
165,7.299204119216776
166,7.299204119216776
167,7.299204119216776
168,7.299204119216776
169,7.299204119216776
170,7.299204119216776
171,7.299204119216776
172,7.299204119216776
173,7.299204119216776
174,7.299204119216776
175,7.299204119216776
176,7.299204119216776
177,7.299204119216776
178,7.299204119216776
179,7.299204119216776
180,7.299204119216776
181,7.299204119216776
182,7.299204119216776
183,7.299204119216776
184,7.299204119216776
185,7.299204119216776
186,7.299204119216776
187,7.299204119216776
188,7.299204119216776
189,7.299204119216776
190,7.299204119216776
191,7.299204119216776
192,7.299204119216776
193,7.299204119216776
194,7.299204119216776
195,7.299204119216776
196,7.299204119216776
197,7.299204119216776
198,7.299204119216776
199,7.299204119216776
200,7.299204119216776
201,7.299204119216776
202,7.299204119216776
203,7.299204119216776
204,7.299204119216776
205,7.299204119216776
206,7.299204119216776
207,7.299204119216776
208,7.299204119216776
209,7.299204119216776
210,7.299204119216776
211,7.299204119216776
212,7.299204119216776
213,7.299204119216776
214,7.299204119216776
215,7.299204119216776
216,7.299204119216776
217,7.299204119216776
218,7.299204119216776
219,7.299204119216776
220,7.299204119216776
221,7.299204119216776
222,7.299204119216776
223,7.299204119216776
224,7.299204119216776
225,7.299204119216776
226,7.299204119216776
227,7.299204119216776
228,7.299204119216776
229,7.299204119216776
230,7.299204119216776
231,7.299204119216776
232,7.299204119216776
233,7.299204119216776
234,7.299204119216776
235,7.299204119216776
236,7.299204119216776
237,7.299204119216776
238,7.299204119216776
239,7.299204119216776
240,7.299204119216776
241,7.299204119216776
242,7.299204119216776
243,7.299204119216776
244,7.299204119216776
245,7.299204119216776
246,7.299204119216776
247,7.299204119216776
248,7.299204119216776
249,7.299204119216776
250,7.299204119216776
251,7.299204119216776
252,7.299204119216776
253,7.299204119216776
254,7.299204119216776
255,7.299204119216776
