participant,condition,word,exposure,synchrony
LexVar103,naturalv,voo,1,26712.920435841726
LexVar103,naturalv,voo,1,24510.172452726303
LexVar104,naturalv,voo,1,27722.85880587905
LexVar104,naturalv,voo,1,27204.553375789506
LexVar107,naturalv,voo,1,26934.618097011895
LexVar107,naturalv,voo,1,26922.987971331564
LexVar110,naturalv,voo,1,21557.447528651934
LexVar110,naturalv,voo,1,27306.215645906886
LexVar116,naturalv,voo,1,26712.51799368459
LexVar116,naturalv,voo,1,27479.32878201425
LexVar119,naturalv,voo,1,27478.010237029695
LexVar119,naturalv,voo,1,25789.414054284884
LexVar121,naturalv,voo,1,26495.508765549293
LexVar121,naturalv,voo,1,25449.509541973883
LexVar126,naturalv,voo,1,25194.63221663145
LexVar126,naturalv,voo,1,26593.872378944212
LexVar127,naturalv,voo,1,26450.16336719626
LexVar127,naturalv,voo,1,26699.82014896453
LexVar133,naturalv,voo,1,27440.75355668142
LexVar133,naturalv,voo,1,26118.846319204888
LexVar137,naturalv,voo,1,25576.56512808765
LexVar137,naturalv,voo,1,26511.19801810346
LexVar138,naturalv,voo,1,22114.694602266653
LexVar138,naturalv,voo,1,24769.474793776382
LexVar139,naturalv,voo,1,27312.86055356743
LexVar139,naturalv,voo,1,25224.568136905393
LexVar140,naturalv,voo,1,19037.3229399059
LexVar140,naturalv,voo,1,26187.591959116984
LexVar144,naturalv,voo,1,24740.721050589404
LexVar144,naturalv,voo,1,24795.62213296625
LexVar146,naturalv,voo,1,26562.92633770096
LexVar146,naturalv,voo,1,27098.988096661735
LexVar149,naturalv,voo,1,25607.194679145046
LexVar149,naturalv,voo,1,24954.857197755242
LexVar150,naturalv,voo,1,27933.00772914978
LexVar150,naturalv,voo,1,25407.205813846642
LexVar151,naturalv,voo,1,23972.181614374345
LexVar151,naturalv,voo,1,21772.825914360856
LexVar155,naturalv,voo,1,20896.913438127016
LexVar155,naturalv,voo,1,25129.77387584775
LexVar156,naturalv,voo,1,27441.994842033422
LexVar156,naturalv,voo,1,23528.26129852388
LexVar157,naturalv,voo,1,26951.511815479502
LexVar157,naturalv,voo,1,17000.263785712203
LexVar162,naturalv,voo,1,25079.861197573344
LexVar162,naturalv,voo,1,26917.043034505372
LexVar163,naturalv,voo,1,27267.359357629444
LexVar163,naturalv,voo,1,27125.841646644465
LexVar169,naturalv,voo,1,25785.866240641022
LexVar169,naturalv,voo,1,25425.808705628773
LexVar170,naturalv,voo,1,25960.57572531301
LexVar170,naturalv,voo,1,25540.573200544008
LexVar173,naturalv,voo,1,27278.99790825375
LexVar173,naturalv,voo,1,26873.853480967373
LexVar174,naturalv,voo,1,27360.07689986418
LexVar174,naturalv,voo,1,25252.713991687833
LexVar175,naturalv,voo,1,20978.83136013503
LexVar175,naturalv,voo,1,25415.76584357425
LexVar176,naturalv,voo,1,26515.24895598616
LexVar176,naturalv,voo,1,25812.679915483233
LexVar179,naturalv,voo,1,27154.62375520533
LexVar179,naturalv,voo,1,27278.28467718068
LexVar180,naturalv,voo,1,26497.731829613254
LexVar180,naturalv,voo,1,26583.107274368962
LexVar181,naturalv,voo,1,26489.467337336228
LexVar181,naturalv,voo,1,27054.303782083014
LexVar182,naturalv,voo,1,25362.59230946925
LexVar182,naturalv,voo,1,26147.667738658183
LexVar185,naturalv,voo,1,25254.464506993336
LexVar185,naturalv,voo,1,17220.161574432175
LexVar188,naturalv,voo,1,27582.422898778867
LexVar188,naturalv,voo,1,24107.571233975308
LexVar191,naturalv,voo,1,27243.134999928312
LexVar191,naturalv,voo,1,20661.495957055
LexVar103,naturalv,voo,2,17752.3695244736
LexVar103,naturalv,voo,2,14868.755843929677
LexVar104,naturalv,voo,2,16857.638813399208
LexVar104,naturalv,voo,2,17564.198139296357
LexVar107,naturalv,voo,2,17424.3022973254
LexVar107,naturalv,voo,2,16015.719923089953
LexVar110,naturalv,voo,2,17859.4156734142
LexVar110,naturalv,voo,2,17637.550622169405
