participant,condition,word,exposure,synchrony
LexVar103,stable,mob,1,22449.194315263903
LexVar103,stable,mob,1,20766.928677644475
LexVar104,stable,mob,1,22351.76327034563
LexVar104,stable,mob,1,23210.08680062896
LexVar110,stable,mob,1,23697.67289978096
LexVar110,stable,mob,1,22853.921447732555
LexVar116,stable,mob,1,23360.175599537466
LexVar116,stable,mob,1,23130.259957850485
LexVar121,stable,mob,1,21816.026676390862
LexVar121,stable,mob,1,17186.624455791876
LexVar133,stable,mob,1,18786.824276028914
LexVar133,stable,mob,1,23597.59900089124
LexVar139,stable,mob,1,22308.928341204777
LexVar139,stable,mob,1,18058.050825645078
LexVar140,stable,mob,1,16312.470770389371
LexVar140,stable,mob,1,23044.1330640339
LexVar146,stable,mob,1,23346.148311770787
LexVar146,stable,mob,1,22955.802045716475
LexVar151,stable,mob,1,22182.382306191663
LexVar151,stable,mob,1,21564.959873143107
LexVar157,stable,mob,1,21120.17960457202
LexVar157,stable,mob,1,23736.48847038457
LexVar163,stable,mob,1,23716.085693486973
LexVar163,stable,mob,1,23118.945182826646
LexVar169,stable,mob,1,12940.800096377792
LexVar169,stable,mob,1,16464.354558930158
LexVar170,stable,mob,1,22640.44220958616
LexVar170,stable,mob,1,22260.756104783788
LexVar175,stable,mob,1,22660.902997717454
LexVar175,stable,mob,1,22995.445412169487
LexVar176,stable,mob,1,23627.11008219858
LexVar176,stable,mob,1,23941.755343360026
LexVar181,stable,mob,1,23345.69957237687
LexVar181,stable,mob,1,23329.750638399364
LexVar182,stable,mob,1,16092.420677419123
LexVar182,stable,mob,1,22274.12462687729
LexVar188,stable,mob,1,23536.868422176525
LexVar188,stable,mob,1,21635.707734678843
LexVar103,stable,mob,2,14041.259085530339
LexVar103,stable,mob,2,14852.413101427219
LexVar104,stable,mob,2,15017.303609208277
LexVar104,stable,mob,2,13957.84756658406
LexVar110,stable,mob,2,13804.729938091405
LexVar110,stable,mob,2,13976.549103358388
LexVar116,stable,mob,2,15011.033969852866
LexVar116,stable,mob,2,12819.006907499208
LexVar121,stable,mob,2,10443.858038461203
LexVar121,stable,mob,2,9467.540998482253
LexVar133,stable,mob,2,13830.418581684753
LexVar133,stable,mob,2,14052.719458919257
LexVar139,stable,mob,2,15022.975157597766
LexVar139,stable,mob,2,12644.663178370583
LexVar140,stable,mob,2,13436.940449439138
LexVar140,stable,mob,2,11969.934558125397
LexVar146,stable,mob,2,13406.37382638071
LexVar146,stable,mob,2,14980.262068446416
LexVar151,stable,mob,2,14255.225044973915
LexVar151,stable,mob,2,15000.835924020874
LexVar157,stable,mob,2,13633.758541424459
LexVar157,stable,mob,2,15266.339916620385
LexVar163,stable,mob,2,15006.43385487344
LexVar163,stable,mob,2,15018.943053431123
LexVar169,stable,mob,2,13968.853504579973
LexVar169,stable,mob,2,14595.827541550983
LexVar170,stable,mob,2,14341.85246294175
LexVar170,stable,mob,2,13808.291866306532
LexVar175,stable,mob,2,14766.485366265586
LexVar175,stable,mob,2,8331.742158217918
LexVar176,stable,mob,2,14889.248732421887
LexVar176,stable,mob,2,12720.727131952654
LexVar181,stable,mob,2,14740.679021603833
