participant,condition,word,exposure,synchrony
LexVar105,unnaturalv,bog,1,12690.024370730744
LexVar105,unnaturalv,bog,1,18168.685837144545
LexVar106,unnaturalv,bog,1,16746.397010541226
LexVar106,unnaturalv,bog,1,18590.243700818006
LexVar117,unnaturalv,bog,1,17940.346227738624
LexVar117,unnaturalv,bog,1,17812.683013480953
LexVar118,unnaturalv,bog,1,18099.82200075925
LexVar118,unnaturalv,bog,1,18194.330910391673
LexVar129,unnaturalv,bog,1,11732.808918879779
LexVar129,unnaturalv,bog,1,17131.640128932115
LexVar130,unnaturalv,bog,1,16006.078965519546
LexVar130,unnaturalv,bog,1,16875.95488709935
LexVar141,unnaturalv,bog,1,16462.488591439447
LexVar141,unnaturalv,bog,1,13784.98487550046
LexVar142,unnaturalv,bog,1,17124.76897486578
LexVar142,unnaturalv,bog,1,18051.5852410388
LexVar153,unnaturalv,bog,1,17032.018642331364
LexVar153,unnaturalv,bog,1,17119.35931708066
LexVar154,unnaturalv,bog,1,18955.643480194132
LexVar154,unnaturalv,bog,1,18047.133296279346
LexVar159,unnaturalv,bog,1,11174.268451702446
LexVar159,unnaturalv,bog,1,16239.309202644821
LexVar160,unnaturalv,bog,1,14484.839356438002
LexVar160,unnaturalv,bog,1,18140.930231020226
LexVar165,unnaturalv,bog,1,17323.712447656355
LexVar165,unnaturalv,bog,1,17559.05168564793
LexVar166,unnaturalv,bog,1,18082.20495143483
LexVar166,unnaturalv,bog,1,16039.93055493458
LexVar171,unnaturalv,bog,1,13414.31602518965
LexVar171,unnaturalv,bog,1,18101.04927074783
LexVar172,unnaturalv,bog,1,15193.572057866773
LexVar172,unnaturalv,bog,1,17796.706233114306
LexVar177,unnaturalv,bog,1,18034.640576789767
LexVar177,unnaturalv,bog,1,18151.520448003113
LexVar178,unnaturalv,bog,1,17788.402445650703
LexVar178,unnaturalv,bog,1,15138.050003844975
LexVar184,unnaturalv,bog,1,17591.478371012632
LexVar184,unnaturalv,bog,1,18135.575532398787
LexVar189,unnaturalv,bog,1,18622.864360512358
LexVar189,unnaturalv,bog,1,17642.723926470047
LexVar190,unnaturalv,bog,1,17572.124945247124
LexVar190,unnaturalv,bog,1,18077.38103414907
LexVar105,unnaturalv,bog,2,19962.513418808616
LexVar106,unnaturalv,bog,2,21136.214428902513
LexVar106,unnaturalv,bog,2,20121.841597741408
LexVar117,unnaturalv,bog,2,21463.183769684594
LexVar118,unnaturalv,bog,2,20573.641278033854
LexVar118,unnaturalv,bog,2,21038.19860943794
LexVar129,unnaturalv,bog,2,16267.4875403637
LexVar129,unnaturalv,bog,2,20466.917415283217
LexVar130,unnaturalv,bog,2,21503.697960317215
LexVar130,unnaturalv,bog,2,21828.885336956122
LexVar141,unnaturalv,bog,2,21237.045194908093
LexVar141,unnaturalv,bog,2,21715.05323905969
LexVar142,unnaturalv,bog,2,21804.556758146507
LexVar142,unnaturalv,bog,2,21731.448235977718
LexVar153,unnaturalv,bog,2,21313.95709506297
LexVar154,unnaturalv,bog,2,19840.05164693853
LexVar154,unnaturalv,bog,2,21692.690998839204
LexVar159,unnaturalv,bog,2,21894.12384972236
LexVar159,unnaturalv,bog,2,21885.07521692431
LexVar160,unnaturalv,bog,2,21968.84614226705
LexVar160,unnaturalv,bog,2,21642.71157199974
LexVar165,unnaturalv,bog,2,21810.453576113112
LexVar166,unnaturalv,bog,2,21826.3477256514
LexVar166,unnaturalv,bog,2,19444.072611646297
LexVar171,unnaturalv,bog,2,13014.289408852917
LexVar171,unnaturalv,bog,2,18942.80070277642
LexVar172,unnaturalv,bog,2,11563.2449901035
LexVar172,unnaturalv,bog,2,21608.752465359063
LexVar177,unnaturalv,bog,2,21726.128117939585
LexVar177,unnaturalv,bog,2,21941.81676698411
LexVar178,unnaturalv,bog,2,19092.32306170193
LexVar178,unnaturalv,bog,2,20344.097632989182
LexVar184,unnaturalv,bog,2,21070.214790448354
LexVar184,unnaturalv,bog,2,21952.22839445247
LexVar189,unnaturalv,bog,2,22040.14041564596
LexVar189,unnaturalv,bog,2,21755.80108108385
LexVar190,unnaturalv,bog,2,21827.35711512129
LexVar190,unnaturalv,bog,2,21671.637359083725
LexVar106,unnaturalv,bog,3,20078.22286268501
LexVar106,unnaturalv,bog,3,19471.79480108687
LexVar118,unnaturalv,bog,3,18603.022240798295
LexVar129,unnaturalv,bog,3,19698.473174814786
LexVar130,unnaturalv,bog,3,20158.34066278185
LexVar130,unnaturalv,bog,3,19689.50387544255
LexVar141,unnaturalv,bog,3,19832.974727083023
LexVar141,unnaturalv,bog,3,20427.47212434733
LexVar142,unnaturalv,bog,3,18949.56125911627
LexVar142,unnaturalv,bog,3,20032.809724681665
LexVar153,unnaturalv,bog,3,19908.92005147075
LexVar159,unnaturalv,bog,3,19643.526710392725
LexVar159,unnaturalv,bog,3,20097.04236856023
LexVar160,unnaturalv,bog,3,20144.522491881653
LexVar160,unnaturalv,bog,3,18809.618567347152
LexVar166,unnaturalv,bog,3,19704.04199047423
LexVar166,unnaturalv,bog,3,17920.50505127173
LexVar171,unnaturalv,bog,3,5400.253429499274
LexVar172,unnaturalv,bog,3,17221.110142581656
LexVar177,unnaturalv,bog,3,20161.12998276794
LexVar177,unnaturalv,bog,3,20272.765523359405
