pid,id,order,age,age_m,age_d,trial_index,trial_label,trial_start,center,aoi,x,fix_start,fix_end,duration,pupil,video,img,wav,trial,base_word,condition,frame
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,67.3,32,58,28,1786,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,32
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,67.3,32,58,28,1786,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,33
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,67.3,32,58,28,1786,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,34
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,67.3,32,58,28,1786,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,35
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,67.3,32,58,28,1786,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,36
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,67.3,32,58,28,1786,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,37
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,67.3,32,58,28,1786,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,38
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,67.3,32,58,28,1786,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,39
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,67.3,32,58,28,1786,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,40
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,67.3,32,58,28,1786,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,41
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,67.3,32,58,28,1786,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,42
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,67.3,32,58,28,1786,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,43
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,67.3,32,58,28,1786,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,44
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,67.3,32,58,28,1786,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,45
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,67.3,32,58,28,1786,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,46
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,67.3,32,58,28,1786,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,47
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,67.3,32,58,28,1786,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,48
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,67.3,32,58,28,1786,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,49
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,67.3,32,58,28,1786,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,50
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,67.3,32,58,28,1786,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,51
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,67.3,32,58,28,1786,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,52
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,67.3,32,58,28,1786,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,53
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,67.3,32,58,28,1786,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,54
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,67.3,32,58,28,1786,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,55
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,67.3,32,58,28,1786,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,56
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,67.3,32,58,28,1786,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,57
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,67.3,32,58,28,1786,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,58
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,506.7,166,356,192,1728,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,166
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,506.7,166,356,192,1728,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,167
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,506.7,166,356,192,1728,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,168
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,506.7,166,356,192,1728,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,169
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,506.7,166,356,192,1728,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,170
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,506.7,166,356,192,1728,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,171
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,506.7,166,356,192,1728,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,172
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,506.7,166,356,192,1728,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,173
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,506.7,166,356,192,1728,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,174
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,506.7,166,356,192,1728,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,175
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,506.7,166,356,192,1728,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,176
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,506.7,166,356,192,1728,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,177
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,506.7,166,356,192,1728,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,178
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,506.7,166,356,192,1728,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,179
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,506.7,166,356,192,1728,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,180
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,506.7,166,356,192,1728,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,181
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,506.7,166,356,192,1728,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,182
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,506.7,166,356,192,1728,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,183
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,506.7,166,356,192,1728,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,184
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,506.7,166,356,192,1728,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,185
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,506.7,166,356,192,1728,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,186
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,506.7,166,356,192,1728,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,187
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,506.7,166,356,192,1728,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,188
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,506.7,166,356,192,1728,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,189
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,506.7,166,356,192,1728,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,190
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,506.7,166,356,192,1728,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,191
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,506.7,166,356,192,1728,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,192
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,506.7,166,356,192,1728,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,193
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,506.7,166,356,192,1728,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,194
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,506.7,166,356,192,1728,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,195
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,506.7,166,356,192,1728,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,196
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,506.7,166,356,192,1728,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,197
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,506.7,166,356,192,1728,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,198
LVar118,118,18,19.2197125256673,19,7,2,Trial: 2,270660122,720,left,506.7,166,356,192,1728,.,object5.png,woifer_naturalv.wav,1,woi,naturalv,199
