model,elpd_diff,se_diff,elpd_loo,se_elpd_loo,p_loo,se_p_loo,looic,se_looic
1,0,0,-399.520804777294,8.30819573887735,41.2328810559467,4.54947086927608,799.041609554587,16.6163914777547
2,-1.91065765872853,1.05097521951595,-401.431462436022,8.3074439322787,44.0132694791414,4.88045750454772,802.862924872045,16.6148878645574
