model,elpd_diff,se_diff,elpd_loo,se_elpd_loo,p_loo,se_p_loo,looic,se_looic
1,0,0,-403.62953281799,8.31909703390792,40.7841543088187,4.55817348629732,807.25906563598,16.6381940678158
2,-1.47902000389987,1.41537558553439,-405.10855282189,8.27131782686722,43.9783780467565,4.80055865058481,810.217105643781,16.5426356537344
