model,elpd_diff,se_diff,elpd_loo,se_elpd_loo,p_loo,se_p_loo,looic,se_looic
1,0,0,-522.641771073925,11.9917295311973,43.2063955516401,3.19337926777613,1045.28354214785,23.9834590623946
2,-1.35182324034334,3.53454840280202,-523.993594314268,12.0666674894489,61.2524570297491,4.27546405760165,1047.98718862854,24.1333349788978
