frame,pupil_norm
1,3.2938344933541446
2,3.2938344933541446
3,3.2938344933541446
4,3.2938344933541446
5,3.2938344933541446
6,3.2938344933541446
7,3.2938344933541446
8,3.2938344933541446
9,3.2938344933541446
10,3.2938344933541446
11,3.2938344933541446
12,3.2938344933541446
13,3.2938344933541446
14,3.2938344933541446
15,3.2938344933541446
16,3.2938344933541446
17,3.2938344933541446
18,3.2938344933541446
19,3.2938344933541446
20,3.2938344933541446
21,3.2938344933541446
22,3.2938344933541446
23,3.2938344933541446
24,3.2938344933541446
25,3.2938344933541446
26,3.2938344933541446
27,3.2938344933541446
28,3.2938344933541446
29,3.2938344933541446
30,3.2938344933541446
31,3.2938344933541446
32,3.2938344933541446
33,3.2938344933541446
34,3.2938344933541446
35,3.2938344933541446
36,3.2938344933541446
37,3.2938344933541446
38,3.2938344933541446
39,3.2938344933541446
40,3.2938344933541446
41,3.2938344933541446
42,3.2938344933541446
43,3.2938344933541446
44,3.2938344933541446
45,3.2938344933541446
46,3.2938344933541446
47,3.2938344933541446
48,3.2938344933541446
49,3.2938344933541446
50,3.2938344933541446
51,3.2938344933541446
52,3.2938344933541446
53,3.2938344933541446
54,3.2938344933541446
55,3.2938344933541446
56,3.2938344933541446
57,3.2938344933541446
58,3.2938344933541446
59,3.2938344933541446
60,3.2938344933541446
61,3.2938344933541446
62,3.2938344933541446
63,3.2938344933541446
64,3.2938344933541446
65,3.2938344933541446
66,3.2938344933541446
67,3.2938344933541446
68,3.2938344933541446
69,3.2938344933541446
70,3.2938344933541446
71,3.2938344933541446
72,3.2938344933541446
73,3.2938344933541446
74,3.2938344933541446
75,3.2938344933541446
76,3.2938344933541446
77,3.2938344933541446
78,3.2938344933541446
79,3.2938344933541446
80,3.2938344933541446
81,3.2938344933541446
82,3.2938344933541446
83,3.2938344933541446
84,3.2938344933541446
85,3.2938344933541446
86,3.2938344933541446
87,3.2938344933541446
88,3.2938344933541446
89,3.2938344933541446
90,3.2938344933541446
91,3.2938344933541446
92,3.2938344933541446
93,3.2938344933541446
94,3.2938344933541446
95,3.2938344933541446
96,3.2938344933541446
97,3.2938344933541446
98,3.2938344933541446
99,3.2938344933541446
100,3.2938344933541446
101,3.2938344933541446
102,3.2938344933541446
103,3.2938344933541446
104,3.2938344933541446
105,3.2938344933541446
106,3.2938344933541446
107,3.2938344933541446
108,3.2938344933541446
109,3.2938344933541446
110,3.2938344933541446
111,3.2938344933541446
112,3.2938344933541446
113,3.2938344933541446
114,3.2938344933541446
115,3.2938344933541446
116,3.2938344933541446
117,3.2938344933541446
118,3.2938344933541446
119,3.2938344933541446
120,3.2938344933541446
121,3.2938344933541446
122,3.2938344933541446
123,3.2938344933541446
124,3.2938344933541446
125,3.2938344933541446
126,3.2938344933541446
127,3.2938344933541446
128,3.2938344933541446
129,3.2938344933541446
130,3.2938344933541446
131,3.2938344933541446
132,3.2938344933541446
133,3.2938344933541446
134,3.2938344933541446
135,3.2938344933541446
136,3.2938344933541446
137,3.2938344933541446
138,3.2938344933541446
139,3.2938344933541446
140,3.2938344933541446
141,3.2938344933541446
142,3.2938344933541446
143,3.2938344933541446
144,3.2938344933541446
145,3.2938344933541446
146,3.2938344933541446
147,3.2938344933541446
148,3.2938344933541446
149,3.2938344933541446
150,3.2938344933541446
151,3.2938344933541446
152,3.2938344933541446
153,3.2938344933541446
154,3.2938344933541446
155,3.2938344933541446
156,3.2938344933541446
157,3.2938344933541446
158,3.2938344933541446
159,3.2938344933541446
160,3.2938344933541446
161,3.2938344933541446
162,3.2938344933541446
163,3.2938344933541446
164,3.2938344933541446
165,3.2938344933541446
166,3.2938344933541446
167,3.2938344933541446
168,3.2938344933541446
169,3.2938344933541446
170,3.2938344933541446
171,3.2938344933541446
172,3.2938344933541446
173,3.2938344933541446
174,3.2938344933541446
175,3.2938344933541446
176,3.2938344933541446
177,3.2938344933541446
178,3.2938344933541446
179,3.2938344933541446
180,3.2938344933541446
181,3.2938344933541446
182,3.2938344933541446
183,3.2938344933541446
184,3.2938344933541446
185,3.2938344933541446
186,3.2938344933541446
187,3.2938344933541446
188,3.2938344933541446
189,3.2938344933541446
190,3.2938344933541446
191,3.2938344933541446
192,3.2938344933541446
193,3.2938344933541446
194,3.2938344933541446
195,3.2938344933541446
196,3.2938344933541446
197,3.2938344933541446
198,3.2938344933541446
199,3.2938344933541446
200,3.2938344933541446
201,3.2938344933541446
202,3.2938344933541446
203,3.2938344933541446
204,3.2938344933541446
205,3.2938344933541446
206,3.2938344933541446
207,3.2938344933541446
208,3.2938344933541446
209,3.2938344933541446
210,3.2938344933541446
211,3.2938344933541446
212,3.2938344933541446
213,3.2938344933541446
214,3.2938344933541446
215,3.2938344933541446
216,3.2938344933541446
217,3.2938344933541446
218,3.2938344933541446
219,3.2938344933541446
220,3.2938344933541446
221,3.2938344933541446
222,3.2938344933541446
223,3.2938344933541446
224,3.2938344933541446
225,3.2938344933541446
226,3.2938344933541446
227,3.2938344933541446
228,3.2938344933541446
229,3.2938344933541446
230,3.2938344933541446
231,3.2938344933541446
