RECORDING_SESSION_LABEL	TRIAL_INDEX	CURRENT_FIX_ADJUSTED	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_BUTTON_0_PRESS	CURRENT_FIX_BUTTON_1_PRESS	CURRENT_FIX_BUTTON_2_PRESS	CURRENT_FIX_BUTTON_3_PRESS	CURRENT_FIX_BUTTON_4_PRESS	CURRENT_FIX_BUTTON_5_PRESS	CURRENT_FIX_BUTTON_6_PRESS	CURRENT_FIX_BUTTON_7_PRESS	CURRENT_FIX_BUTTON_8_PRESS	CURRENT_FIX_DURATION	CURRENT_FIX_END	CURRENT_FIX_END_OTHER	CURRENT_FIX_INDEX	CURRENT_FIX_INPUT_EVENTS	CURRENT_FIX_INTEREST_AREAS	CURRENT_FIX_INTEREST_AREA_DATA	CURRENT_FIX_INTEREST_AREA_DWELL_TIME	CURRENT_FIX_INTEREST_AREA_FIX_COUNT	CURRENT_FIX_INTEREST_AREA_GROUP	CURRENT_FIX_INTEREST_AREA_ID	CURRENT_FIX_INTEREST_AREA_INDEX	CURRENT_FIX_INTEREST_AREA_LABEL	CURRENT_FIX_INTEREST_AREA_PIXEL_AREA	CURRENT_FIX_INTEREST_AREA_RUN_ID	CURRENT_FIX_INTEREST_AREA_X_OFFSET	CURRENT_FIX_INTEREST_AREA_Y_OFFSET	CURRENT_FIX_IS_RT_END	CURRENT_FIX_LABEL	CURRENT_FIX_MSG_COUNT	CURRENT_FIX_MSG_TEXT_1	CURRENT_FIX_MSG_TIME_1	CURRENT_FIX_NEAREST_INTEREST_AREA	CURRENT_FIX_NEAREST_INTEREST_AREA_DISTANCE	CURRENT_FIX_NEAREST_INTEREST_AREA_LABEL	CURRENT_FIX_PUPIL	CURRENT_FIX_REFIX_INTEREST_AREA	CURRENT_FIX_REFIX_PREV_INTEREST_AREA	CURRENT_FIX_RUN_DWELL_TIME	CURRENT_FIX_RUN_INDEX	CURRENT_FIX_RUN_SIZE	CURRENT_FIX_START	CURRENT_FIX_START_OTHER	CURRENT_FIX_TRIAL_SPAN	CURRENT_FIX_X	CURRENT_FIX_X_OTHER	CURRENT_FIX_X_RESOLUTION	CURRENT_FIX_Y	CURRENT_FIX_Y_OTHER	CURRENT_FIX_Y_RESOLUTION	DATA_FILE	EYE_USED	IP_END_EVENT_MATCHED	IP_END_TIME	IP_INDEX	IP_LABEL	IP_START_EVENT_MATCHED	IP_START_TIME	LAST_BUTTON_PRESSED	LAST_BUTTON_PRESSED_TIME	LAST_BUTTON_RELEASED	LAST_BUTTON_RELEASED_TIME	LAST_BUTTON_TIME	NEXT_FIX_ANGLE	NEXT_FIX_BLINK_AROUND	NEXT_FIX_DIRECTION	NEXT_FIX_DISTANCE	NEXT_FIX_DURATION	NEXT_FIX_END	NEXT_FIX_END_OTHER	NEXT_FIX_INPUT_EVENTS	NEXT_FIX_INTEREST_AREAS	NEXT_FIX_INTEREST_AREA_DATA	NEXT_FIX_INTEREST_AREA_DWELL_TIME	NEXT_FIX_INTEREST_AREA_FIX_COUNT	NEXT_FIX_INTEREST_AREA_GROUP	NEXT_FIX_INTEREST_AREA_ID	NEXT_FIX_INTEREST_AREA_INDEX	NEXT_FIX_INTEREST_AREA_LABEL	NEXT_FIX_INTEREST_AREA_PIXEL_AREA	NEXT_FIX_INTEREST_AREA_RUN_ID	NEXT_FIX_IS_RT_END	NEXT_FIX_LABEL	NEXT_FIX_MSG_COUNT	NEXT_FIX_MSG_TEXT_1	NEXT_FIX_MSG_TIME_1	NEXT_FIX_NEAREST_INTEREST_AREA	NEXT_FIX_NEAREST_INTEREST_AREA_DISTANCE	NEXT_FIX_NEAREST_INTEREST_AREA_LABEL	NEXT_FIX_PUPIL	NEXT_FIX_RUN_DWELL_TIME	NEXT_FIX_RUN_INDEX	NEXT_FIX_RUN_SIZE	NEXT_FIX_START	NEXT_FIX_START_OTHER	NEXT_FIX_TRIAL_SPAN	NEXT_FIX_X	NEXT_FIX_X_OTHER	NEXT_FIX_X_RESOLUTION	NEXT_FIX_Y	NEXT_FIX_Y_OTHER	NEXT_FIX_Y_RESOLUTION	NEXT_SAC_AMPLITUDE	NEXT_SAC_ANGLE	NEXT_SAC_AVG_VELOCITY	NEXT_SAC_BLINK_DURATION	NEXT_SAC_BLINK_END	NEXT_SAC_BLINK_START	NEXT_SAC_CONTAINS_BLINK	NEXT_SAC_DIRECTION	NEXT_SAC_DURATION	NEXT_SAC_END_INTEREST_AREAS	NEXT_SAC_END_INTEREST_AREA_ID	NEXT_SAC_END_INTEREST_AREA_INDEX	NEXT_SAC_END_INTEREST_AREA_LABEL	NEXT_SAC_END_TIME	NEXT_SAC_END_X	NEXT_SAC_END_X_RESOLUTION	NEXT_SAC_END_Y	NEXT_SAC_END_Y_RESOLUTION	NEXT_SAC_INDEX	NEXT_SAC_INPUT_EVENTS	NEXT_SAC_IS_RT_END	NEXT_SAC_LABEL	NEXT_SAC_MSG_COUNT	NEXT_SAC_MSG_TEXT_1	NEXT_SAC_MSG_TIME_1	NEXT_SAC_NEAREST_END_INTEREST_AREA	NEXT_SAC_NEAREST_END_INTEREST_AREA_LABEL	NEXT_SAC_NEAREST_START_INTEREST_AREA	NEXT_SAC_NEAREST_START_INTEREST_AREA_LABEL	NEXT_SAC_PEAK_VELOCITY	NEXT_SAC_START_INTEREST_AREAS	NEXT_SAC_START_INTEREST_AREA_ID	NEXT_SAC_START_INTEREST_AREA_INDEX	NEXT_SAC_START_INTEREST_AREA_LABEL	NEXT_SAC_START_TIME	NEXT_SAC_START_X	NEXT_SAC_START_X_RESOLUTION	NEXT_SAC_START_Y	NEXT_SAC_START_Y_RESOLUTION	PREVIOUS_FIX_ANGLE	PREVIOUS_FIX_BLINK_AROUND	PREVIOUS_FIX_DIRECTION	PREVIOUS_FIX_DISTANCE	PREVIOUS_FIX_DURATION	PREVIOUS_FIX_END	PREVIOUS_FIX_END_OTHER	PREVIOUS_FIX_INPUT_EVENTS	PREVIOUS_FIX_INTEREST_AREAS	PREVIOUS_FIX_INTEREST_AREA_DATA	PREVIOUS_FIX_INTEREST_AREA_DWELL_TIME	PREVIOUS_FIX_INTEREST_AREA_FIX_COUNT	PREVIOUS_FIX_INTEREST_AREA_GROUP	PREVIOUS_FIX_INTEREST_AREA_ID	PREVIOUS_FIX_INTEREST_AREA_INDEX	PREVIOUS_FIX_INTEREST_AREA_LABEL	PREVIOUS_FIX_INTEREST_AREA_PIXEL_AREA	PREVIOUS_FIX_INTEREST_AREA_RUN_ID	PREVIOUS_FIX_IS_RT_END	PREVIOUS_FIX_LABEL	PREVIOUS_FIX_MSG_COUNT	PREVIOUS_FIX_MSG_TEXT_1	PREVIOUS_FIX_MSG_TIME_1	PREVIOUS_FIX_NEAREST_INTEREST_AREA	PREVIOUS_FIX_NEAREST_INTEREST_AREA_DISTANCE	PREVIOUS_FIX_NEAREST_INTEREST_AREA_LABEL	PREVIOUS_FIX_PUPIL	PREVIOUS_FIX_RUN_DWELL_TIME	PREVIOUS_FIX_RUN_INDEX	PREVIOUS_FIX_RUN_SIZE	PREVIOUS_FIX_START	PREVIOUS_FIX_START_OTHER	PREVIOUS_FIX_TRIAL_SPAN	PREVIOUS_FIX_X	PREVIOUS_FIX_X_OTHER	PREVIOUS_FIX_X_RESOLUTION	PREVIOUS_FIX_Y	PREVIOUS_FIX_Y_OTHER	PREVIOUS_FIX_Y_RESOLUTION	PREVIOUS_SAC_AMPLITUDE	PREVIOUS_SAC_ANGLE	PREVIOUS_SAC_AVG_VELOCITY	PREVIOUS_SAC_BLINK_DURATION	PREVIOUS_SAC_BLINK_END	PREVIOUS_SAC_BLINK_START	PREVIOUS_SAC_CONTAINS_BLINK	PREVIOUS_SAC_DIRECTION	PREVIOUS_SAC_DURATION	PREVIOUS_SAC_END_INTEREST_AREAS	PREVIOUS_SAC_END_INTEREST_AREA_ID	PREVIOUS_SAC_END_INTEREST_AREA_INDEX	PREVIOUS_SAC_END_INTEREST_AREA_LABEL	PREVIOUS_SAC_END_TIME	PREVIOUS_SAC_END_X	PREVIOUS_SAC_END_X_RESOLUTION	PREVIOUS_SAC_END_Y	PREVIOUS_SAC_END_Y_RESOLUTION	PREVIOUS_SAC_INDEX	PREVIOUS_SAC_INPUT_EVENTS	PREVIOUS_SAC_IS_RT_END	PREVIOUS_SAC_LABEL	PREVIOUS_SAC_MSG_COUNT	PREVIOUS_SAC_MSG_TEXT_1	PREVIOUS_SAC_MSG_TIME_1	PREVIOUS_SAC_NEAREST_END_INTEREST_AREA	PREVIOUS_SAC_NEAREST_END_INTEREST_AREA_LABEL	PREVIOUS_SAC_NEAREST_START_INTEREST_AREA	PREVIOUS_SAC_NEAREST_START_INTEREST_AREA_LABEL	PREVIOUS_SAC_PEAK_VELOCITY	PREVIOUS_SAC_START_INTEREST_AREAS	PREVIOUS_SAC_START_INTEREST_AREA_ID	PREVIOUS_SAC_START_INTEREST_AREA_INDEX	PREVIOUS_SAC_START_INTEREST_AREA_LABEL	PREVIOUS_SAC_START_TIME	PREVIOUS_SAC_START_X	PREVIOUS_SAC_START_X_RESOLUTION	PREVIOUS_SAC_START_Y	PREVIOUS_SAC_START_Y_RESOLUTION	TRIAL_FIXATION_TOTAL	TRIAL_LABEL	TRIAL_START_TIME	VIDEO_FRAME_INDEX_END	VIDEO_FRAME_INDEX_START	VIDEO_NAME_END	VIDEO_NAME_START	__index__1	__index__1	center	imgfile	videofile	wavfilename
LVar134	1	false	NONE	.	.	.	.	.	.	.	.	.	328	336	.	1	[]	[ ]	.	.	.	.	.	.	.	.	.	.	.	false	Fixation: 10 ms	0	.	.	.	.	.	1355.00	.	.	.	.	.	10	.	SPAN_NONE	1200.90	.	62.00	550.00	.	48.80	LVar134.edf	LEFT	true	276373459	.	Full Trial Period	true	276373120	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	Trial: 1	276373120	.	.	.	.	.	.	.	.	.	ITI
LVar134	2	false	NONE	.	.	.	.	.	.	.	.	.	14	22	.	1	[]	[ ]	.	.	.	.	.	.	.	.	.	.	.	false	Fixation: 10 ms	0	.	.	3	2.83	right	1180.00	.	.	.	.	.	10	.	SPAN_NONE	1204.50	.	61.10	550.00	.	48.05	LVar134.edf	LEFT	true	276390859	.	Full Trial Period	true	276373538	.	.	.	.	.	180.00	NONE	LEFT	8.33	506	590	.	[]	[ ]	.	.	.	.	.	.	.	.	.	false	Fixation: 86 ms	0	.	.	1	2.11	center	871.00	.	.	.	86	.	SPAN_NONE	693.90	.	61.50	550.00	.	48.30	7.88	180.00	127.78	.	.	.	false	LEFT	62	[ ]	.	.	.	84	702.50	61.00	550.00	48.00	1	[]	false	Saccade: 24 ms	0	.	.	1	center	3	right	146.18	[ ]	.	.	.	24	1183.40	61.10	550.00	48.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	11	Trial: 2	276373538	.	.	.	.	1	1	720	/Users/eyelink/Documents/MATLAB/Kennedy/LexVar/single_images/object5.png	.	/Users/eyelink/Documents/MATLAB/Kennedy/LexVar/training_audio/woifer_stable.wav
LVar134	2	false	NONE	.	.	.	.	.	.	.	.	.	506	590	.	2	[]	[ ]	.	.	.	.	.	.	.	.	.	.	.	false	Fixation: 86 ms	0	.	.	1	2.11	center	871.00	.	.	.	.	.	86	.	SPAN_NONE	693.90	.	61.50	550.00	.	48.30	LVar134.edf	LEFT	true	276390859	.	Full Trial Period	true	276373538	.	.	.	.	.	0.00	NONE	RIGHT	2.66	1690	2306	.	[]	[ ]	.	.	.	.	.	.	.	.	.	false	Fixation: 618 ms	1	Audio started	1599	1	2.97	center	681.00	.	.	.	618	.	SPAN_NONE	857.20	.	61.45	550.00	.	48.50	1.96	0.00	75.47	.	.	.	false	RIGHT	26	[ ]	.	.	.	616	833.20	61.60	550.00	48.50	2	[]	false	Saccade: 592 ms	0	.	.	1	center	1	center	101.38	[ ]	.	.	.	592	711.90	61.90	550.00	48.60	0.00	NONE	RIGHT	8.33	14	22	.	[]	[ ]	.	.	.	.	.	.	.	.	.	false	Fixation: 10 ms	0	.	.	3	2.83	right	1180.00	.	.	.	10	.	SPAN_NONE	1204.50	.	61.10	550.00	.	48.05	7.88	180.00	127.78	.	.	.	false	LEFT	62	[ ]	.	.	.	84	702.50	61.00	550.00	48.00	1	[]	false	Saccade: 24 ms	0	.	.	1	center	3	right	146.18	[ ]	.	.	.	24	1183.40	61.10	550.00	48.00	11	Trial: 2	276373538	.	.	.	.	1	1	720	/Users/eyelink/Documents/MATLAB/Kennedy/LexVar/single_images/object5.png	.	/Users/eyelink/Documents/MATLAB/Kennedy/LexVar/training_audio/woifer_stable.wav
LVar134	2	false	NONE	.	.	.	.	.	.	.	.	.	1690	2306	.	3	[]	[ ]	.	.	.	.	.	.	.	.	.	.	.	false	Fixation: 618 ms	1	Audio started	1599	1	2.97	center	681.00	.	.	.	.	.	618	.	SPAN_NONE	857.20	.	61.45	550.00	.	48.50	LVar134.edf	LEFT	true	276390859	.	Full Trial Period	true	276373538	.	.	.	.	.	180.00	AFTER	LEFT	4.14	338	2680	.	[]	[ ]	.	.	.	.	.	.	.	.	.	false	Fixation: 2344 ms	0	.	.	1	2.77	center	750.00	.	.	.	2344	.	SPAN_NONE	601.80	.	61.80	550.00	.	48.60	4.14	180.00	114.10	.	.	.	false	LEFT	36	[ ]	.	.	.	2342	610.90	61.90	550.00	48.60	3	[]	false	Saccade: 2308 ms	0	.	.	1	center	1	center	184.66	[ ]	.	.	.	2308	865.90	61.30	550.00	48.50	180.00	NONE	LEFT	2.66	506	590	.	[]	[ ]	.	.	.	.	.	.	.	.	.	false	Fixation: 86 ms	0	.	.	1	2.11	center	871.00	.	.	.	86	.	SPAN_NONE	693.90	.	61.50	550.00	.	48.30	1.96	0.00	75.47	.	.	.	false	RIGHT	26	[ ]	.	.	.	616	833.20	61.60	550.00	48.50	2	[]	false	Saccade: 592 ms	0	.	.	1	center	1	center	101.38	[ ]	.	.	.	592	711.90	61.90	550.00	48.60	11	Trial: 2	276373538	.	.	.	.	1	1	720	/Users/eyelink/Documents/MATLAB/Kennedy/LexVar/single_images/object5.png	.	/Users/eyelink/Documents/MATLAB/Kennedy/LexVar/training_audio/woifer_stable.wav
LVar134	2	false	AFTER	.	.	.	.	.	.	.	.	.	338	2680	.	4	[]	[ ]	.	.	.	.	.	.	.	.	.	.	.	false	Fixation: 2344 ms	0	.	.	1	2.77	center	750.00	.	.	.	.	.	2344	.	SPAN_NONE	601.80	.	61.80	550.00	.	48.60	LVar134.edf	LEFT	true	276390859	.	Full Trial Period	true	276373538	.	.	.	.	.	180.00	BOTH	LEFT	0.58	72	2952	.	[]	[ ]	.	.	.	.	.	.	.	.	.	false	Fixation: 2882 ms	0	.	.	1	3.15	center	773.00	.	.	.	2882	.	SPAN_NONE	566.80	.	59.15	550.00	.	46.75	0.97	180.00	289.67	88	2796	2710	true	LEFT	200	[ ]	.	.	.	2880	548.70	60.00	550.00	47.30	4	[]	false	Saccade: 2682 ms	0	.	.	1	center	1	center	1305.58	[ ]	.	.	.	2682	607.50	61.70	550.00	48.60	0.00	NONE	RIGHT	4.14	1690	2306	.	[]	[ ]	.	.	.	.	.	.	.	.	.	false	Fixation: 618 ms	1	Audio started	1599	1	2.97	center	681.00	.	.	.	618	.	SPAN_NONE	857.20	.	61.45	550.00	.	48.50	4.14	180.00	114.10	.	.	.	false	LEFT	36	[ ]	.	.	.	2342	610.90	61.90	550.00	48.60	3	[]	false	Saccade: 2308 ms	0	.	.	1	center	1	center	184.66	[ ]	.	.	.	2308	865.90	61.30	550.00	48.50	11	Trial: 2	276373538	.	.	.	.	1	1	720	/Users/eyelink/Documents/MATLAB/Kennedy/LexVar/single_images/object5.png	.	/Users/eyelink/Documents/MATLAB/Kennedy/LexVar/training_audio/woifer_stable.wav
LVar134	2	false	BOTH	.	.	.	.	.	.	.	.	.	72	2952	.	5	[]	[ ]	.	.	.	.	.	.	.	.	.	.	.	false	Fixation: 2882 ms	0	.	.	1	3.15	center	773.00	.	.	.	.	.	2882	.	SPAN_NONE	566.80	.	59.15	550.00	.	46.75	LVar134.edf	LEFT	true	276390859	.	Full Trial Period	true	276373538	.	.	.	.	.	0.00	BOTH	RIGHT	10.12	206	3302	.	[]	[ ]	.	.	.	.	.	.	.	.	.	false	Fixation: 3098 ms	0	.	.	3	2.36	right	779.00	.	.	.	3098	.	SPAN_NONE	1152.30	.	56.60	550.00	.	44.85	8.59	0.00	241.34	40	3024	2986	true	RIGHT	144	[ ]	.	.	.	3096	1089.90	56.10	550.00	44.50	5	[]	false	Saccade: 2954 ms	0	.	.	3	right	1	center	672.89	[ ]	.	.	.	2954	598.80	58.30	550.00	46.10	0.00	AFTER	RIGHT	0.58	338	2680	.	[]	[ ]	.	.	.	.	.	.	.	.	.	false	Fixation: 2344 ms	0	.	.	1	2.77	center	750.00	.	.	.	2344	.	SPAN_NONE	601.80	.	61.80	550.00	.	48.60	0.97	180.00	289.67	88	2796	2710	true	LEFT	200	[ ]	.	.	.	2880	548.70	60.00	550.00	47.30	4	[]	false	Saccade: 2682 ms	0	.	.	1	center	1	center	1305.58	[ ]	.	.	.	2682	607.50	61.70	550.00	48.60	11	Trial: 2	276373538	.	.	.	.	1	1	720	/Users/eyelink/Documents/MATLAB/Kennedy/LexVar/single_images/object5.png	.	/Users/eyelink/Documents/MATLAB/Kennedy/LexVar/training_audio/woifer_stable.wav
LVar134	2	false	BOTH	.	.	.	.	.	.	.	.	.	206	3302	.	6	[]	[ ]	.	.	.	.	.	.	.	.	.	.	.	false	Fixation: 3098 ms	0	.	.	3	2.36	right	779.00	.	.	.	.	.	3098	.	SPAN_NONE	1152.30	.	56.60	550.00	.	44.85	LVar134.edf	LEFT	true	276390859	.	Full Trial Period	true	276373538	.	.	.	.	.	180.00	BOTH	LEFT	18.15	64	10252	.	[]	[ ]	.	.	.	.	.	.	.	.	.	false	Fixation: 10190 ms	0	.	.	2	5.35	left	664.00	.	.	.	10190	.	SPAN_NONE	41.80	.	65.75	550.00	.	50.10	19.38	180.00	203.02	6834	10174	3342	true	LEFT	6886	[ ]	.	.	.	10188	27.60	67.20	550.00	51.30	6	[]	false	Saccade: 3304 ms	0	.	.	2	left	3	right	370.48	[ ]	.	.	.	3304	1231.00	57.20	550.00	45.20	180.00	BOTH	LEFT	10.12	72	2952	.	[]	[ ]	.	.	.	.	.	.	.	.	.	false	Fixation: 2882 ms	0	.	.	1	3.15	center	773.00	.	.	.	2882	.	SPAN_NONE	566.80	.	59.15	550.00	.	46.75	8.59	0.00	241.34	40	3024	2986	true	RIGHT	144	[ ]	.	.	.	3096	1089.90	56.10	550.00	44.50	5	[]	false	Saccade: 2954 ms	0	.	.	3	right	1	center	672.89	[ ]	.	.	.	2954	598.80	58.30	550.00	46.10	11	Trial: 2	276373538	.	.	.	.	1	1	720	/Users/eyelink/Documents/MATLAB/Kennedy/LexVar/single_images/object5.png	.	/Users/eyelink/Documents/MATLAB/Kennedy/LexVar/training_audio/woifer_stable.wav
LVar134	2	false	BOTH	.	.	.	.	.	.	.	.	.	64	10252	.	7	[]	[ ]	.	.	.	.	.	.	.	.	.	.	.	false	Fixation: 10190 ms	0	.	.	2	5.35	left	664.00	.	.	.	.	.	10190	.	SPAN_NONE	41.80	.	65.75	550.00	.	50.10	LVar134.edf	LEFT	true	276390859	.	Full Trial Period	true	276373538	.	.	.	.	.	180.00	BOTH	.	0.16	28	10574	.	[]	[ ]	.	.	.	.	.	.	.	.	.	false	Fixation: 10548 ms	0	.	.	2	5.49	left	788.00	.	.	.	10548	.	SPAN_NONE	32.10	.	59.05	550.00	.	44.90	0.59	180.00	84.89	134	10430	10298	true	LEFT	294	[ ]	.	.	.	10546	21.00	59.30	550.00	45.00	7	[]	false	Saccade: 10254 ms	0	.	.	2	left	2	left	285.33	[ ]	.	.	.	10254	57.60	64.60	550.00	49.20	0.00	BOTH	RIGHT	18.15	206	3302	.	[]	[ ]	.	.	.	.	.	.	.	.	.	false	Fixation: 3098 ms	0	.	.	3	2.36	right	779.00	.	.	.	3098	.	SPAN_NONE	1152.30	.	56.60	550.00	.	44.85	19.38	180.00	203.02	6834	10174	3342	true	LEFT	6886	[ ]	.	.	.	10188	27.60	67.20	550.00	51.30	6	[]	false	Saccade: 3304 ms	0	.	.	2	left	3	right	370.48	[ ]	.	.	.	3304	1231.00	57.20	550.00	45.20	11	Trial: 2	276373538	.	.	.	.	1	1	720	/Users/eyelink/Documents/MATLAB/Kennedy/LexVar/single_images/object5.png	.	/Users/eyelink/Documents/MATLAB/Kennedy/LexVar/training_audio/woifer_stable.wav
LVar134	2	false	BOTH	.	.	.	.	.	.	.	.	.	28	10574	.	8	[]	[ ]	.	.	.	.	.	.	.	.	.	.	.	false	Fixation: 10548 ms	0	.	.	2	5.49	left	788.00	.	.	.	.	.	10548	.	SPAN_NONE	32.10	.	59.05	550.00	.	44.90	LVar134.edf	LEFT	true	276390859	.	Full Trial Period	true	276373538	.	.	.	.	.	0.00	BEFORE	RIGHT	4.26	64	15864	.	[]	[ ]	.	.	.	.	.	.	.	.	.	false	Fixation: 15802 ms	0	.	.	2	2.27	left	738.00	.	.	.	15802	.	SPAN_NONE	300.10	.	66.65	550.00	.	51.80	3.80	0.00	575.52	5150	15774	10626	true	RIGHT	5226	[ ]	.	.	.	15800	292.50	67.00	550.00	52.00	8	[]	false	Saccade: 10576 ms	0	.	.	2	left	2	left	2874.13	[ ]	.	.	.	10576	53.20	59.00	550.00	44.90	0.00	BOTH	.	0.16	64	10252	.	[]	[ ]	.	.	.	.	.	.	.	.	.	false	Fixation: 10190 ms	0	.	.	2	5.35	left	664.00	.	.	.	10190	.	SPAN_NONE	41.80	.	65.75	550.00	.	50.10	0.59	180.00	84.89	134	10430	10298	true	LEFT	294	[ ]	.	.	.	10546	21.00	59.30	550.00	45.00	7	[]	false	Saccade: 10254 ms	0	.	.	2	left	2	left	285.33	[ ]	.	.	.	10254	57.60	64.60	550.00	49.20	11	Trial: 2	276373538	.	.	.	.	1	1	720	/Users/eyelink/Documents/MATLAB/Kennedy/LexVar/single_images/object5.png	.	/Users/eyelink/Documents/MATLAB/Kennedy/LexVar/training_audio/woifer_stable.wav
LVar134	2	false	BEFORE	.	.	.	.	.	.	.	.	.	64	15864	.	9	[]	[ ]	.	.	.	.	.	.	.	.	.	.	.	false	Fixation: 15802 ms	0	.	.	2	2.27	left	738.00	.	.	.	.	.	15802	.	SPAN_NONE	300.10	.	66.65	550.00	.	51.80	LVar134.edf	LEFT	true	276390859	.	Full Trial Period	true	276373538	.	.	.	.	.	0.00	NONE	RIGHT	4.87	452	16346	.	[]	[ ]	.	.	.	.	.	.	.	.	.	false	Fixation: 15896 ms	0	.	.	1	2.60	center	676.00	.	.	.	15896	.	SPAN_NONE	618.40	.	64.05	550.00	.	50.35	3.39	0.00	106.08	.	.	.	false	RIGHT	30	[ ]	.	.	.	15894	538.30	65.20	550.00	51.10	9	[]	false	Saccade: 15866 ms	1	Audio ended	15880	2	left	2	left	153.93	[ ]	.	.	.	15866	315.70	66.40	550.00	51.60	180.00	BOTH	LEFT	4.26	28	10574	.	[]	[ ]	.	.	.	.	.	.	.	.	.	false	Fixation: 10548 ms	0	.	.	2	5.49	left	788.00	.	.	.	10548	.	SPAN_NONE	32.10	.	59.05	550.00	.	44.90	3.80	0.00	575.52	5150	15774	10626	true	RIGHT	5226	[ ]	.	.	.	15800	292.50	67.00	550.00	52.00	8	[]	false	Saccade: 10576 ms	0	.	.	2	left	2	left	2874.13	[ ]	.	.	.	10576	53.20	59.00	550.00	44.90	11	Trial: 2	276373538	.	.	.	.	1	1	720	/Users/eyelink/Documents/MATLAB/Kennedy/LexVar/single_images/object5.png	.	/Users/eyelink/Documents/MATLAB/Kennedy/LexVar/training_audio/woifer_stable.wav
