id,condition,trial
180,naturalv,1
180,naturalv,2
180,naturalv,3
180,naturalv,4
180,unnaturalv,5
180,unnaturalv,6
180,unnaturalv,7
180,unnaturalv,8
180,stable,9
180,stable,10
180,stable,11
180,stable,12
