id,condition,trial
126,naturalv,1
126,naturalv,2
126,naturalv,3
126,naturalv,4
126,unnaturalv,5
126,unnaturalv,6
126,unnaturalv,7
126,unnaturalv,8
126,stable,9
126,stable,11
