id,condition,trial
170,stable,1
170,stable,2
170,stable,4
170,naturalv,5
170,naturalv,6
170,naturalv,7
170,unnaturalv,9
170,unnaturalv,10
170,unnaturalv,11
170,unnaturalv,12
