id,condition,trial
118,naturalv,1
118,naturalv,3
118,unnaturalv,5
118,unnaturalv,6
118,unnaturalv,7
118,stable,10
118,naturalv,4
118,unnaturalv,8
118,stable,9
118,stable,11
