id,condition,trial
172,naturalv,1
172,naturalv,2
172,naturalv,3
172,naturalv,4
172,unnaturalv,5
172,unnaturalv,6
172,unnaturalv,7
172,unnaturalv,8
172,stable,9
172,stable,10
172,stable,11
172,stable,12
