id,condition,trial
176,naturalv,1
176,naturalv,2
176,naturalv,3
176,naturalv,4
176,unnaturalv,5
176,unnaturalv,6
176,unnaturalv,7
176,unnaturalv,8
176,stable,9
176,stable,10
176,stable,11
176,stable,12
