id,condition,trial
159,unnaturalv,1
159,unnaturalv,2
159,unnaturalv,3
159,unnaturalv,4
159,stable,6
159,stable,7
159,stable,8
159,naturalv,9
159,naturalv,12
159,stable,5
159,naturalv,11
