id,condition,trial
137,stable,1
137,stable,2
137,stable,3
137,stable,4
137,naturalv,6
137,naturalv,7
137,naturalv,8
137,unnaturalv,9
137,unnaturalv,10
137,unnaturalv,11
137,unnaturalv,12
