id,condition,trial
150,unnaturalv,2
150,unnaturalv,3
150,unnaturalv,4
150,stable,5
150,stable,6
150,stable,7
150,naturalv,10
150,naturalv,12
150,stable,8
150,naturalv,9
150,naturalv,11
