id,condition,trial
173,stable,1
173,stable,2
173,stable,3
173,stable,4
173,naturalv,5
173,naturalv,6
173,naturalv,7
173,naturalv,8
173,unnaturalv,9
173,unnaturalv,11
173,unnaturalv,12
