id,condition,trial
179,naturalv,1
179,naturalv,2
179,naturalv,3
179,naturalv,4
179,unnaturalv,5
179,unnaturalv,6
179,unnaturalv,8
179,stable,9
179,unnaturalv,7
179,stable,10
