id,condition,trial
151,stable,1
151,stable,2
151,stable,3
151,stable,4
151,naturalv,6
151,naturalv,7
151,naturalv,8
151,unnaturalv,9
151,unnaturalv,10
151,unnaturalv,12
151,naturalv,5
151,unnaturalv,11
