id,condition,trial
142,unnaturalv,1
142,unnaturalv,2
142,unnaturalv,3
142,unnaturalv,4
142,stable,6
142,stable,8
142,naturalv,9
142,naturalv,10
142,naturalv,11
142,stable,5
142,stable,7
142,naturalv,12
