id,condition,trial
177,unnaturalv,1
177,unnaturalv,2
177,unnaturalv,3
177,unnaturalv,4
177,stable,5
177,stable,7
177,naturalv,9
177,naturalv,10
177,naturalv,12
177,stable,8
