id,condition,trial
169,stable,1
169,stable,2
169,stable,3
169,stable,4
169,naturalv,5
169,naturalv,6
169,naturalv,7
169,unnaturalv,9
169,unnaturalv,10
169,naturalv,8
169,unnaturalv,12
