id,condition,trial
119,stable,1
119,stable,4
119,naturalv,5
119,naturalv,7
119,naturalv,8
119,unnaturalv,9
119,unnaturalv,11
119,unnaturalv,12
119,stable,2
119,stable,3
119,unnaturalv,10
